County	Scientific.Name	Common.Name	Year.Last.Documented	Taxonomic.Subgroup	Taxonomic.Group	NY.Listing.Status
Albany	Gamochaeta purpurea	Purple Everlasting	NA	Asters, Goldenrods and Daisies	Flowering Plants	not listed
Albany	Lactuca hirsuta	Downy Lettuce	NA	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Albany	Liatris scariosa var. novae-angliae	Northern Blazing Star	NA	Asters, Goldenrods and Daisies	Flowering Plants	Threatened
Albany	Petasites frigidus var. palmatus	Sweet Coltsfoot	2001	Asters, Goldenrods and Daisies	Flowering Plants	Endangered
Albany	Solidago ohioensis	Ohio Goldenrod	NA	Asters, Goldenrods and Daisies	Flowering Plants	Threatened
Albany	Solidago ptarmicoides	Upland Goldenrod	NA	Asters, Goldenrods and Daisies	Flowering Plants	Rare
Albany	Bouteloua curtipendula var. curtipendula	Side-oats Grama	1996	Grasses	Flowering Plants	Endangered
Albany	Calamagrostis stricta ssp. inexpansa	New England Northern Reed Grass	NA	Grasses	Flowering Plants	Threatened
Albany	Cenchrus tribuloides	Dune Sandspur	1890	Grasses	Flowering Plants	Threatened
Albany	Digitaria filiformis var. filiformis	Slender Crab Grass	NA	Grasses	Flowering Plants	Endangered
Albany	Poa paludigena	Slender Marsh Blue Grass	1990	Grasses	Flowering Plants	Endangered
Albany	Poa sylvestris	Forest Blue Grass	1991	Grasses	Flowering Plants	Endangered
Albany	Sporobolus heterolepis	Prairie Dropseed	1962	Grasses	Flowering Plants	Threatened
Albany	Aplectrum hyemale	Puttyroot	1959	Orchids	Flowering Plants	Endangered
Albany	Cypripedium arietinum	Ram's-head Lady's Slipper	1980	Orchids	Flowering Plants	Threatened
Albany	Cypripedium parviflorum var. makasin	Small Northern Yellow Lady's Slipper	NA	Orchids	Flowering Plants	not listed
Albany	Cypripedium parviflorum var. parviflorum	Small Southern Yellow Lady's Slipper	NA	Orchids	Flowering Plants	Endangered
Albany	Cypripedium parviflorum var. pubescens	Large Yellow Lady's Slipper	NA	Orchids	Flowering Plants	not listed
Albany	Cypripedium reginae	Showy Lady's Slipper	NA	Orchids	Flowering Plants	not listed
Albany	Liparis liliifolia	Large Twayblade	1932	Orchids	Flowering Plants	Endangered
Albany	Malaxis bayardii	Bayard's Adder's Mouth	1997	Orchids	Flowering Plants	Endangered
Albany	Platanthera ciliaris	Orange Fringed Orchid	NA	Orchids	Flowering Plants	Endangered
Albany	Platanthera hookeri	Hooker's Orchid	1937	Orchids	Flowering Plants	Endangered
Albany	Triphora trianthophoros ssp. trianthophoros	Nodding Pogonia	NA	Orchids	Flowering Plants	Threatened
Albany	Agastache nepetoides	Yellow Giant-hyssop	2007	Other Flowering Plants	Flowering Plants	Threatened
Albany	Agrimonia parviflora	Swamp Agrimony	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Agrimonia rostellata	Woodland Agrimony	1933	Other Flowering Plants	Flowering Plants	Threatened
Albany	Andersonglossum boreale	Northern Wild Comfrey	1907	Other Flowering Plants	Flowering Plants	Endangered
Albany	Angelica venenosa	Hairy Angelica	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Asclepias verticillata	Whorled Milkweed	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Blephilia ciliata	Downy Wood Mint	1998	Other Flowering Plants	Flowering Plants	Endangered
Albany	Boechera grahamii	Purple Rock Cress	NA	Other Flowering Plants	Flowering Plants	Threatened
Albany	Borodinia missouriensis	Green Rock Cress	1997	Other Flowering Plants	Flowering Plants	Threatened
Albany	Cardamine douglassii	Purple Cress	NA	Other Flowering Plants	Flowering Plants	Threatened
Albany	Celastrus scandens	American Bittersweet	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Crataegus lumaria	Thorny Hawthorn	NA	Other Flowering Plants	Flowering Plants	not listed
Albany	Desmodium ciliare	Little-leaf Tick Trefoil	1910	Other Flowering Plants	Flowering Plants	Threatened
Albany	Desmodium laevigatum	Smooth Tick Trefoil	1928	Other Flowering Plants	Flowering Plants	Endangered
Albany	Desmodium nuttallii	Nuttall's Tick Trefoil	NA	Other Flowering Plants	Flowering Plants	Endangered
Albany	Desmodium obtusum	Stiff Tick Trefoil	NA	Other Flowering Plants	Flowering Plants	Endangered
Albany	Elatine americana	American Waterwort	1937	Other Flowering Plants	Flowering Plants	Endangered
Albany	Eriocaulon parkeri	Estuary Hatpins	1936	Other Flowering Plants	Flowering Plants	not listed
Albany	Geum virginianum	Rough Avens	1991	Other Flowering Plants	Flowering Plants	Threatened
Albany	Hackelia deflexa ssp. americana	Northern Stickseed	1951	Other Flowering Plants	Flowering Plants	Endangered
Albany	Hedeoma hispida	Rough Pennyroyal	1995	Other Flowering Plants	Flowering Plants	Threatened
Albany	Heteranthera reniformis	Kidney-leaved Mud Plantain	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Hydrastis canadensis	Goldenseal	2013	Other Flowering Plants	Flowering Plants	Threatened
Albany	Hypericum ascyron ssp. pyramidatum	Great St. John's Wort	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Juglans cinerea	Butternut	NA	Other Flowering Plants	Flowering Plants	not listed
Albany	Lespedeza frutescens	Violet Bush Clover	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Limosella australis	Mudwort	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Linum sulcatum	Yellow Wild Flax	1939	Other Flowering Plants	Flowering Plants	Threatened
Albany	Lithospermum virginianum	Virginia False Gromwell	1923	Other Flowering Plants	Flowering Plants	Endangered
Albany	Lobelia nuttallii	Nuttall's Lobelia	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Lupinus perennis ssp. perennis	Wild Lupine	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Lycopus rubellus	Stalked Bugleweed	NA	Other Flowering Plants	Flowering Plants	Endangered
Albany	Najas muenscheri	Hudson River Water Nymph	2001	Other Flowering Plants	Flowering Plants	Endangered
Albany	Oenothera laciniata	Cut-leaved Evening Primrose	1920	Other Flowering Plants	Flowering Plants	Endangered
Albany	Oxalis violacea	Violet Wood Sorrel	2004	Other Flowering Plants	Flowering Plants	Threatened
Albany	Panax quinquefolius	American Ginseng	NA	Other Flowering Plants	Flowering Plants	not listed
Albany	Pedicularis lanceolata	Swamp Lousewort	1948	Other Flowering Plants	Flowering Plants	Threatened
Albany	Persicaria careyi	Carey's Smartweed	1955	Other Flowering Plants	Flowering Plants	Endangered
Albany	Physalis virginiana var. virginiana	Virginia Ground Cherry	NA	Other Flowering Plants	Flowering Plants	Endangered
Albany	Plantago cordata	Heart-leaved Plantain	2001	Other Flowering Plants	Flowering Plants	Rare
Albany	Polygonum buxiforme	Small's Knotweed	1974	Other Flowering Plants	Flowering Plants	Endangered
Albany	Polygonum erectum	Erect Knotweed	NA	Other Flowering Plants	Flowering Plants	not listed
Albany	Polygonum tenue	Slender Knotweed	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Pterospora andromedea	Pinedrops	1835	Other Flowering Plants	Flowering Plants	Endangered
Albany	Pycnanthemum verticillatum var. verticillatum	Whorled Mountain Mint	NA	Other Flowering Plants	Flowering Plants	Endangered
Albany	Rotala ramosior	Tooth Cup	NA	Other Flowering Plants	Flowering Plants	Threatened
Albany	Sagittaria montevidensis ssp. spongiosa	Spongy Arrowhead	NA	Other Flowering Plants	Flowering Plants	Threatened
Albany	Sagittaria subulata	Strap-leaf Arrowhead	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Scheuchzeria palustris	Pod Grass	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Schwalbea americana	Chaffseed	1865	Other Flowering Plants	Flowering Plants	not listed
Albany	Scutellaria nervosa	Veined Skullcap	NA	Other Flowering Plants	Flowering Plants	not listed
Albany	Sparganium natans	Small Bur-reed	NA	Other Flowering Plants	Flowering Plants	Threatened
Albany	Stachys hyssopifolia var. hyssopifolia	Rough Hedge Nettle	NA	Other Flowering Plants	Flowering Plants	Threatened
Albany	Trichostema brachiatum	False Pennyroyal	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Trillium cernuum	Nodding Trillium	NA	Other Flowering Plants	Flowering Plants	not listed
Albany	Utricularia radiata	Small Floating Bladderwort	NA	Other Flowering Plants	Flowering Plants	Threatened
Albany	Valeriana uliginosa	Marsh Valerian	1974	Other Flowering Plants	Flowering Plants	Endangered
Albany	Veronica peregrina ssp. xalapensis	Neckweed	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Veronicastrum virginicum	Culver's Root	NA	Other Flowering Plants	Flowering Plants	Threatened
Albany	Viola hirsutula	Southern Wood Violet	NA	Other Flowering Plants	Flowering Plants	Endangered
Albany	Viola nephrophylla	Northern Bog Violet	1942	Other Flowering Plants	Flowering Plants	Endangered
Albany	Viola pedata var. pedata	Bird's-foot Violet	NA	Other Flowering Plants	Flowering Plants	Rare
Albany	Carex amphibola	Ambiguous Sedge	NA	Sedges	Flowering Plants	Endangered
Albany	Carex backii	Back's Sedge	1987	Sedges	Flowering Plants	Threatened
Albany	Carex bicknellii	Bicknell's Sedge	NA	Sedges	Flowering Plants	Rare
Albany	Carex bushii	Bush's Sedge	NA	Sedges	Flowering Plants	Rare
Albany	Carex buxbaumii	Brown Bog Sedge	NA	Sedges	Flowering Plants	Threatened
Albany	Carex cryptolepis	Small Yellow Sedge	NA	Sedges	Flowering Plants	Rare
Albany	Carex cumulata	Clustered Sedge	1919	Sedges	Flowering Plants	Threatened
Albany	Carex davisii	Davis' Sedge	1997	Sedges	Flowering Plants	Threatened
Albany	Carex frankii	Frank's Sedge	NA	Sedges	Flowering Plants	Endangered
Albany	Carex glaucodea	Glaucous Sedge	1920	Sedges	Flowering Plants	Threatened
Albany	Carex haydenii	Cloud Sedge	1926	Sedges	Flowering Plants	Endangered
Albany	Carex jamesii	James' Sedge	2005	Sedges	Flowering Plants	Threatened
Albany	Carex lupuliformis	False Hop Sedge	1957	Sedges	Flowering Plants	Threatened
Albany	Carex molesta	Troublesome Sedge	2013	Sedges	Flowering Plants	Threatened
Albany	Carex muehlenbergii var. enervis	Muhlenberg's Veinless Sedge	NA	Sedges	Flowering Plants	Rare
Albany	Carex retroflexa	Reflexed Sedge	NA	Sedges	Flowering Plants	Threatened
Albany	Cyperus erythrorhizos	Red-rooted Flat Sedge	NA	Sedges	Flowering Plants	Rare
Albany	Cyperus houghtonii	Houghton's Flat Sedge	NA	Sedges	Flowering Plants	Rare
Albany	Cyperus lupulinus ssp. lupulinus	Great Plains Flatsedge	1950	Sedges	Flowering Plants	Threatened
Albany	Cyperus odoratus	Fragrant Flat Sedge	NA	Sedges	Flowering Plants	Rare
Albany	Cyperus schweinitzii	Schweinitz's Flat Sedge	2008	Sedges	Flowering Plants	Rare
Albany	Eleocharis ovata	Ovate Spike Rush	NA	Sedges	Flowering Plants	Endangered
Albany	Scirpus georgianus	Georgia Bulrush	2001	Sedges	Flowering Plants	Endangered
Albany	Scleria triglomerata	Whip Nut Sedge	1937	Sedges	Flowering Plants	Endangered
Albany	Myurella julacea	Small Mousetail Moss	2005	Other Mosses	Mosses	not listed
Allegany	Anaxyrus americanus	American Toad	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Anaxyrus fowleri	Fowler's Toad	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Hyla versicolor	Gray Treefrog	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Lithobates catesbeianus	Bullfrog	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Lithobates clamitans	Green Frog	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Lithobates palustris	Pickerel Frog	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Lithobates pipiens	Northern Leopard Frog	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Lithobates sylvaticus	Wood Frog	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Pseudacris crucifer	Spring Peeper	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Pseudacris triseriata	Western Chorus Frog	1999	Frogs and Toads	Amphibians	Game with open season
Allegany	Ambystoma jeffersonianum	Jefferson Salamander	1999	Salamanders	Amphibians	Special Concern
Allegany	Ambystoma jeffersonianum x laterale	Jefferson Salamander Complex	1999	Salamanders	Amphibians	Game with no open season
Allegany	Ambystoma laterale	Blue-spotted Salamander	1999	Salamanders	Amphibians	Special Concern
Allegany	Ambystoma maculatum	Spotted Salamander	1999	Salamanders	Amphibians	Game with no open season
Allegany	Cryptobranchus alleganiensis	Hellbender	2016	Salamanders	Amphibians	Special Concern
Allegany	Desmognathus fuscus	Dusky Salamander	1999	Salamanders	Amphibians	Game with no open season
Allegany	Desmognathus ochrophaeus	Allegheny Mountain Dusky Salamander	1999	Salamanders	Amphibians	Game with no open season
Allegany	Eurycea bislineata	Northern Two-lined Salamander	1999	Salamanders	Amphibians	Game with no open season
Allegany	Eurycea longicauda	Longtail Salamander	NA	Salamanders	Amphibians	Special Concern
Allegany	Gyrinophilus porphyriticus	Spring Salamander	1999	Salamanders	Amphibians	Game with no open season
Allegany	Necturus maculosus	Mudpuppy	1999	Salamanders	Amphibians	Game with no open season
Allegany	Notophthalmus viridescens	Eastern Newt	1999	Salamanders	Amphibians	Game with no open season
Allegany	Plethodon cinereus	Redback Salamander	1999	Salamanders	Amphibians	Game with no open season
Allegany	Plethodon glutinosus	Northern Slimy Salamander	1999	Salamanders	Amphibians	Game with no open season
Allegany	Plethodon wehrlei	Wehrle's Salamander	1999	Salamanders	Amphibians	Game with no open season
Allegany	Pseudotriton ruber	Red Salamander	1999	Salamanders	Amphibians	Game with no open season
Allegany	Cicindela ancocisconensis	Appalachian Tiger Beetle	2009	Tiger Beetles	Beetles	not listed
Allegany	Cicindela marginipennis	Cobblestone Tiger Beetle	2009	Tiger Beetles	Beetles	not listed
Allegany	Agelaius phoeniceus	Red-winged Blackbird	2005	Blackbirds and Orioles	Birds	Protected Bird
Allegany	Dolichonyx oryzivorus	Bobolink	2005	Blackbirds and Orioles	Birds	Protected Bird
Allegany	Icterus galbula	Baltimore Oriole	2005	Blackbirds and Orioles	Birds	Protected Bird
Allegany	Icterus spurius	Orchard Oriole	2005	Blackbirds and Orioles	Birds	Protected Bird
Allegany	Molothrus ater	Brown-headed Cowbird	2005	Blackbirds and Orioles	Birds	Protected Bird
Allegany	Quiscalus quiscula	Common Grackle	2005	Blackbirds and Orioles	Birds	Protected Bird
Allegany	Sturnella magna	Eastern Meadowlark	2005	Blackbirds and Orioles	Birds	Protected Bird
Allegany	Cardinalis cardinalis	Northern Cardinal	2005	Cardinals and Buntings	Birds	Protected Bird
Allegany	Passerina cyanea	Indigo Bunting	2005	Cardinals and Buntings	Birds	Protected Bird
Allegany	Pheucticus ludovicianus	Rose-breasted Grosbeak	2005	Cardinals and Buntings	Birds	Protected Bird
Allegany	Piranga olivacea	Scarlet Tanager	2005	Cardinals and Buntings	Birds	Protected Bird
Allegany	Baeolophus bicolor	Tufted Titmouse	2005	Chickadees and Titmice	Birds	Protected Bird
Allegany	Poecile atricapillus	Black-capped Chickadee	2005	Chickadees and Titmice	Birds	Protected Bird
Allegany	Certhia americana	Brown Creeper	2005	Creepers	Birds	Protected Bird
Allegany	Corvus brachyrhynchos	American Crow	2005	Crows and Jays	Birds	Protected Bird - Game with open season
Allegany	Corvus corax	Common Raven	2005	Crows and Jays	Birds	Protected Bird
Allegany	Cyanocitta cristata	Blue Jay	2005	Crows and Jays	Birds	Protected Bird
Allegany	Coccyzus americanus	Yellow-billed Cuckoo	2005	Cuckoos	Birds	Protected Bird
Allegany	Coccyzus erythropthalmus	Black-billed Cuckoo	2005	Cuckoos	Birds	Protected Bird
Allegany	Aix sponsa	Wood Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Allegany	Anas discors	Blue-winged Teal	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Allegany	Anas platyrhynchos	Mallard	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Allegany	Anas rubripes	American Black Duck	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Allegany	Branta canadensis	Canada Goose	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Allegany	Cygnus olor	Mute Swan	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird
Allegany	Lophodytes cucullatus	Hooded Merganser	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Allegany	Mergus merganser	Common Merganser	2005	Ducks, Geese, Waterfowl	Birds	Protected Bird - Game with open season
Allegany	Haemorhous mexicanus	House Finch	2005	Finches and Crossbills	Birds	Protected Bird
Allegany	Haemorhous purpureus	Purple Finch	2005	Finches and Crossbills	Birds	Protected Bird
Allegany	Loxia curvirostra	Red Crossbill	2005	Finches and Crossbills	Birds	Protected Bird
Allegany	Loxia leucoptera	White-winged Crossbill	2005	Finches and Crossbills	Birds	Protected Bird
Allegany	Spinus pinus	Pine Siskin	2005	Finches and Crossbills	Birds	Protected Bird
Allegany	Spinus tristis	American Goldfinch	2005	Finches and Crossbills	Birds	Protected Bird
Allegany	Contopus virens	Eastern Wood-Pewee	2005	Flycatchers	Birds	Protected Bird
Allegany	Empidonax alnorum	Alder Flycatcher	2005	Flycatchers	Birds	Protected Bird
Allegany	Empidonax minimus	Least Flycatcher	2005	Flycatchers	Birds	Protected Bird
Allegany	Empidonax traillii	Willow Flycatcher	2005	Flycatchers	Birds	Protected Bird
Allegany	Empidonax virescens	Acadian Flycatcher	2005	Flycatchers	Birds	Protected Bird
Allegany	Myiarchus crinitus	Great Crested Flycatcher	2005	Flycatchers	Birds	Protected Bird
Allegany	Sayornis phoebe	Eastern Phoebe	2005	Flycatchers	Birds	Protected Bird
Allegany	Tyrannus tyrannus	Eastern Kingbird	2005	Flycatchers	Birds	Protected Bird
Allegany	Polioptila caerulea	Blue-gray Gnatcatcher	2005	Gnatcatchers	Birds	Protected Bird
Allegany	Podilymbus podiceps	Pied-billed Grebe	2015	Grebes	Birds	Threatened
Allegany	Bonasa umbellus	Ruffed Grouse	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Allegany	Colinus virginianus	Northern Bobwhite	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Allegany	Meleagris gallopavo	Wild Turkey	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Allegany	Phasianus colchicus	Ring-necked Pheasant	2005	Grouse, Pheasants, Turkeys	Birds	Protected Bird - Game with open season
Allegany	Actitis macularius	Spotted Sandpiper	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
Allegany	Bartramia longicauda	Upland Sandpiper	2002	Gulls, Terns, Plovers, Shorebirds	Birds	Threatened
Allegany	Charadrius vociferus	Killdeer	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird
Allegany	Gallinago delicata	Wilson's Snipe	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird - Game with open season
Allegany	Scolopax minor	American Woodcock	2005	Gulls, Terns, Plovers, Shorebirds	Birds	Protected Bird - Game with open season
Allegany	Accipiter cooperii	Cooper's Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Allegany	Accipiter gentilis	Northern Goshawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
Allegany	Accipiter striatus	Sharp-shinned Hawk	2005	Hawks, Falcons, Eagles, Vultures	Birds	Special Concern
